No.;NIT;RAZON SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;"INGRESOS OPERACIONALES
2018*";GANANCIA (PERDIDA) 2018;TOTAL ACTIVOS 2018;TOTAL PASIVOS 2018;TOTAL PATRIMONIO 2018;"INGRESOS OPERACIONALES
2017*";GANANCIA (PERDIDA) 2017;TOTAL ACTIVOS 2017;TOTAL PASIVOS 2017;TOTAL PATRIMONIO 2017;GRUPO EN NIIF
860;890,900,115;A LAUMAYER Y COMPAÑIA EXPORTADORES DE CAFE S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;"G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos";COMERCIO;153,551,384;852,194;60,353,538;46,926,911;13,426,627;195,705,955;-151,801;63,676,145;51,117,829;12,558,316;NIIF PLENAS-GRUPO 1
861;824,001,398;“DUSAKAWI A.R.S.I.”;SUPERSALUD;Costa Atlántica;CESAR;VALLEDUPAR;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;153,520,798.84;5,537,411.05;22,317,681.11;25,281,893.18;-2,964,212.07;135,565,353.85;10,747,392.49;11,786,492.21;20,288,115.32;-8,501,623.11;REGIMEN R 414 de 2014 - CGN
862;890,327,282;AUTOPACIFICO SA;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;153,348,272;626,138;68,957,229;42,253,282;26,703,947;133,237,464;3,838,565;63,638,176;36,560,367;27,077,809;NIIF PYMES-GRUPO 2
863;809,000,555;DIANA AGRICOLA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;"G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos";COMERCIO;153,237,398;-805,391;135,298,678;97,965,275;37,333,403;170,451,407;2,045,807;116,630,294;84,586,685;32,043,609;NIIF PLENAS-GRUPO 1
864;860,019,205;ALIMENTOS CONCENTRADOS RAZA LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1090 - Elaboración de alimentos preparados para animales;MANUFACTURA;153,213,196;-2,337,038;89,333,633;50,720,784;38,612,849;134,199,199;-871,454;85,087,743;44,125,592;40,962,151;NIIF PLENAS-GRUPO 1
865;860,533,206;ENERGIA INTEGRAL ANDINA S.A. EN REORGANIZACION;SUPERSOCIEDADES;Costa Atlántica;SAN ANDRES Y PROVIDENCIA;SAN-ANDRES-SAN ANDRES Y PROVIDENCIA;G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;COMERCIO;153,165,157;4,335,869;602,913,025;290,830,240;312,082,785;158,687,489;20,925,233;576,707,653;272,937,313;303,770,340;NIIF PLENAS-GRUPO 1
866;800,082,726;CONSTRUCTORA HAYUELOS SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;153,052,764;113,319,901;469,992,790;126,132,604;343,860,186;27,539,094;14,477,980;360,667,162;138,697,437;221,969,725;NIIF PYMES-GRUPO 2
867;890,903,711;PROCESADORA DE LECHES S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1040 - Elaboración de productos lácteos;MANUFACTURA;153,045,927;-5,172,978;102,284,724;58,203,279;44,081,445;134,796,318;-11,203,599;104,271,605;55,009,698;49,261,907;NIIF PLENAS-GRUPO 1
868;800,239,471;EPSON COLOMBIA LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática;COMERCIO;152,984,531;-3,712,504;85,832,419;107,291,359;-21,458,940;158,489,651;2,042,763;82,699,638;92,156,221;-9,456,583;NIIF PLENAS-GRUPO 1
869;860,020,309;BECTON DICKINSON DE COLOMBIA LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;COMERCIO;152,960,747;5,196,799;120,739,520;57,870,913;62,868,607;141,162,258;3,942,262;106,228,175;46,882,661;59,345,514;NIIF PLENAS-GRUPO 1
870;900,844,097;COMERCIALIZADORA INTERNACIONAL ATLANTICMETALS SAS;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;G4665 - Comercio al por mayor de desperdicios, desechos y chatarra;COMERCIO;152,839,639;1,227,331;25,159,343;21,806,168;3,353,175;38,585,946;73,652;23,093,432;20,967,588;2,125,844;NIIF PYMES-GRUPO 2
871;900,038,933;DIGITEX INTERNACIONAL SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8220 - Actividades de centros de llamadas (Call center);SERVICIOS;152,722,867;-176,216;99,060,682;80,456,972;18,603,710;139,445,266;-1,580,818;95,137,209;76,357,283;18,779,926;NIIF PLENAS-GRUPO 1
872;900,017,459;INVERSIONES FALABELLA DE COLOMBIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;K6613 - Otras actividades relacionadas con el mercado de valores;SERVICIOS;152,600,992;154,128,814;1,197,008,541;90,798,665;1,106,209,876;122,346,751;126,768,278;1,150,459,114;35,067,893;1,115,391,221;NIIF PLENAS-GRUPO 1
873;890,204,814;MANUFACTURAS Y PROCESOS INDUSTRIALES LTDA;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;FLORIDABLANCA-SANTANDER;C1921 - Fabricación de productos de la refinación del petróleo;MANUFACTURA;152,490,441;5,247,983;85,297,565;60,192,852;25,104,713;124,261,311;1,384,960;85,793,455;59,543,338;26,250,117;NIIF PLENAS-GRUPO 1
874;900,108,579;AUTOMOTORES COMERCIALES AUTOCOM S A;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;152,265,754;-12,116,732;118,728,322;114,947,292;3,781,030;140,659,058;-18,964,598;127,431,860;143,182,577;-15,750,717;NIIF PLENAS-GRUPO 1
875;890,205,952;GAS NATURAL DEL ORIENTE S.A.E.S.P.;SUPERSERVICIOS;Centro - Oriente;SANTANDER;BUCARAMANGA-SANTANDER;"D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías";SERVICIOS;151,905,502;32,820,497;146,335,892;73,779,958;72,555,934;136,991,765;34,819,216;151,870,269;68,654,671;83,215,598;NIIF PLENAS-GRUPO 1
876;900,345,431;AGROPAISA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;COMERCIO;151,737,910;3,334,901;76,801,285;56,273,850;20,527,435;136,763,449;2,471,915;64,831,519;47,638,985;17,192,534;NIIF PYMES-GRUPO 2
877;860,521,637;ORGANIZACION CARDENAS S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4631 - Comercio al por mayor de productos alimenticios;COMERCIO;151,657,800;626,314;119,029,344;76,230,339;42,799,005;157,237,331;803,132;125,025,148;85,925,944;39,099,204;NIIF PYMES-GRUPO 2
878;800,198,020;CARNES CASABLANCA S.A.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;C1011 - Procesamiento y conservación de carne y productos cárnicos;MANUFACTURA;151,643,711;2,783,398;87,978,218;75,214,129;12,764,089;137,234,409;2,455,315;68,524,687;58,543,996;9,980,691;NIIF PYMES-GRUPO 2
879;890,101,138;PELAEZ HERMANOS SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;COMERCIO;151,611,722;13,901,697;122,577,961;25,184,382;97,393,579;145,930,920;9,890,861;113,845,269;23,970,027;89,875,242;NIIF PYMES-GRUPO 2
880;860,001,986;INGENIEROS CONSULTORES CIVILES Y ELÉCTRICOS S.A.S. INGETEC S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica;SERVICIOS;151,590,367;7,093,234;59,459,073;41,540,645;17,918,428;106,491,050;6,228,159;55,786,724;35,276,808;20,509,916;NIIF PYMES-GRUPO 2
881;830,095,262;QMAX SOLUTIONS COLOMBIA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;MINERO-HIDROCARBUROS;151,536,369;4,757,444;127,053,220;44,777,688;82,275,532;117,680,551;-4,968,834;98,135,306;38,984,479;59,150,827;NIIF PLENAS-GRUPO 1
882;900,541,359;Win Sports S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6020 - Actividades de programación y transmisión de televisión;SERVICIOS;151,169,662;16,057,041;168,449,542;64,725,867;103,723,675;126,893,379;4,093,137;163,139,496;75,472,862;87,666,634;NIIF PLENAS-GRUPO 1
883;832,004,332;MINAS Y MINERALES SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;ZIPAQUIRA-CUNDINAMARCA;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;151,038,652;4,242,915;41,309,410;27,120,734;14,188,676;115,766,180;3,701,787;35,415,455;23,470,729;11,944,726;NIIF PYMES-GRUPO 2
884;830,037,955;MASTERFOODS COLOMBIA LTDA - EFFEM COLOMBIA LTDA;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;MALAMBO-ATLANTICO;C1090 - Elaboración de alimentos preparados para animales;MANUFACTURA;150,927,984;1,149,186;94,793,761;51,434,935;43,358,826;142,714,442;-1,926,055;88,027,937;45,818,297;42,209,640;NIIF PLENAS-GRUPO 1
885;800,241,810;INDUSTRIA DE ELECTRODOMESTICOS SAS INDUSEL SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2750 - Fabricación de aparatos de uso doméstico;MANUFACTURA;150,919,301;4,273,462;281,926,385;197,025,220;84,901,165;107,771,429;3,244,654;203,969,700;123,341,997;80,627,703;NIIF PYMES-GRUPO 2
886;890,908,493;COMESTIBLES DAN SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ITAGUI-ANTIOQUIA;C1011 - Procesamiento y conservación de carne y productos cárnicos;MANUFACTURA;150,258,106;1,605,336;80,201,250;52,279,172;27,922,078;132,472,582;1,104,018;74,717,226;50,256,087;24,461,139;NIIF PLENAS-GRUPO 1
887;800,167,919;STILOTEX S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico;COMERCIO;149,829,070;1,714,209;136,537,566;99,651,456;36,886,110;150,340,065;3,555,432;140,262,057;104,382,437;35,879,620;NIIF PLENAS-GRUPO 1
888;860,002,428;Bristol Myers Squibb de Colombia SA;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;149,810,417;5,543,956;95,723,676;22,678,794;73,044,882;130,467,425;6,303,527;96,102,134;28,601,208;67,500,926;NIIF PLENAS-GRUPO 1
889;900,797,732;SBI INTERNATIONAL HOLDINGS AG;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4290 - Construcción de otras obras de ingeniería civil;CONSTRUCCIÓN;149,580,481;-34,596,860;297,462,467;327,862,221;-30,399,754;0;0;184,346,688;191,706,042;-7,359,354;NIIF PLENAS-GRUPO 1
890;800,019,437;CORRUGADOS DEL DARIEN S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;APARTADO-ANTIOQUIA;"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón";MANUFACTURA;149,498,739;17,220,023;127,607,470;56,616,748;70,990,722;142,063,891;17,899,181;92,159,212;38,388,511;53,770,701;NIIF PLENAS-GRUPO 1
891;800,250,382;AMAREY NOVA MEDICAL S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;148,877,687;6,611,149;147,601,893;77,751,546;69,850,347;139,992,639;8,280,121;147,436,039;74,396,841;73,039,198;NIIF PLENAS-GRUPO 1
892;800,093,391;NOVAMED S.A.;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;MANUFACTURA;148,870,208;7,084,956;75,161,233;36,074,391;39,086,842;138,296,779;5,155,557;65,116,197;32,314,311;32,801,886;NIIF PLENAS-GRUPO 1
893;900,150,942;AGROINDUSTRIAS DEL CAUCA SA;SUPERSOCIEDADES;Costa Pacífica;CAUCA;GUACHENE-CAUCA;C1071 - Elaboración y refinación de azúcar;MANUFACTURA;148,853,840;9,246,451;308,674,942;70,778,011;237,896,931;185,987,024;13,727,151;275,243,486;45,010,377;230,233,109;NIIF PLENAS-GRUPO 1
894;860,048,626;MINIPAK S A S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2221 - Fabricación de formas básicas de plástico;MANUFACTURA;148,830,607;17,746,334;179,498,952;55,864,668;123,634,284;139,860,727;13,475,349;160,154,656;54,054,318;106,100,338;NIIF PYMES-GRUPO 2
895;830,001,637;SONDA DE COLOMBIA S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;SERVICIOS;148,669,205;-92,798;212,995,565;83,672,415;129,323,150;158,203,802;-1,440,551;200,942,135;95,125,155;105,816,980;NIIF PLENAS-GRUPO 1
896;900,324,055;DISPRESCO SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ITAGUI-ANTIOQUIA;G4632 - Comercio al por mayor de bebidas y tabaco;COMERCIO;148,522,656;14,292,349;284,838,198;227,079,893;57,758,305;150,775,689;7,539,119;191,788,222;145,922,266;45,865,956;NIIF PYMES-GRUPO 2
897;800,164,590;CELTA SAS;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;SOLEDAD-ATLANTICO;C2229 - Fabricación de artículos de plástico n.c.p.;MANUFACTURA;148,471,266;5,008,914;66,606,810;27,687,705;38,919,105;145,845,329;8,213,256;78,624,060;36,537,932;42,086,128;NIIF PLENAS-GRUPO 1
898;900,106,364;TELECENTER PANAMERICANA LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8220 - Actividades de centros de llamadas (Call center);SERVICIOS;148,458,846;8,584,454;66,817,017;25,333,890;41,483,127;140,492,528;4,646,521;142,034,145;25,452,542;116,581,603;NIIF PLENAS-GRUPO 1
899;890,903,995;AGAVAL SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados;COMERCIO;148,146,544;3,838,960;122,538,680;74,999,218;47,539,462;137,820,462;2,729,030;114,189,082;73,492,415;40,696,667;NIIF PLENAS-GRUPO 1
900;830,031,757;DATA TOOLS SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;M7020 - Actividades de consultaría de gestión;SERVICIOS;147,822,946;10,168,146;90,319,288;44,297,783;46,021,505;123,910,108;9,568,605;75,715,640;40,068,760;35,646,880;NIIF PYMES-GRUPO 2
901;816,003,186;COMERCIALIZADORA HOMAZ SAS;SUPERSOCIEDADES;Eje Cafetero;RISARALDA;PEREIRA-RISARALDA;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;147,794,954;2,202,476;76,439,503;39,940,012;36,499,491;134,425,803;2,086,174;65,348,927;39,244,923;26,104,004;NIIF PYMES-GRUPO 2
902;830,062,000;GILAT COLOMBIA S.A.S. E.S.P;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6130 - Actividades de telecomunicación satelital;SERVICIOS;147,475,375;14,236,730;33,950,385;18,484,223;15,466,162;79,245,155;-15,004,506;60,048,292;58,818,860;1,229,432;NIIF PLENAS-GRUPO 1
903;891,856,000;CAPRESOCA E.P.S.;SUPERSALUD;Otros;CASANARE;YOPAL;Q8699- Otras actividades de atencion de la salud humana;SERVICIOS;147,027,137.64;-14,008,161.56;28,493,872.53;101,594,238.23;-73,100,365.7;134,109,610.97;-4,505,066.76;30,433,883.95;89,526,088.09;-59,092,204.14;REGIMEN R 414 de 2014 - CGN
904;804,010,412;AGROMILENIO S.A.;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;BUCARAMANGA-SANTANDER;G4690 - Comercio al por mayor no especializado;COMERCIO;146,855,954;3,234,110;107,215,977;91,065,492;16,150,485;116,615,342;3,723,791;114,550,812;101,123,210;13,427,602;NIIF PYMES-GRUPO 2
905;860,029,978;SC JOHNSON & SON COLOMBIANA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4690 - Comercio al por mayor no especializado;COMERCIO;146,855,051;8,267,288;66,562,871;37,893,807;28,669,064;145,660,048;-6,086,845;55,910,605;35,508,829;20,401,776;NIIF PLENAS-GRUPO 1
906;800,215,065;COORDINADORA DE SERVICIOS DE PARQUE CEMENTERIO S.A.S. COORSERPARK S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;S9603 - Pompas fúnebres y actividades relacionadas;SERVICIOS;146,783,718;2,484,572;44,437,615;28,402,195;16,035,420;125,727,389;826,084;36,236,672;24,166,720;12,069,952;NIIF PYMES-GRUPO 2
907;811,021,363;UNIPLES SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA;G4690 - Comercio al por mayor no especializado;COMERCIO;146,735,584;1,335,854;37,664,202;16,166,213;21,497,989;129,790,293;2,520,171;33,615,687;12,803,557;20,812,130;NIIF PYMES-GRUPO 2
908;860,066,946;SEGURIDAD  SUPERIOR  LIMITADA;SUPERVIGILANCIA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8010 - Actividades de seguridad privada;SERVICIOS;146,650,711.67;6,117,104.1;35,424,406.9;14,108,400.66;21,316,006.24;138,047,740;5,344,561;23,396,409;8,188,980;15,207,429;NIIF PLENAS-GRUPO 1
909;830,096,374;INDRA SISTEMAS S.A SUCURSAL COLOMBIA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);SERVICIOS;146,570,321;14,461,227;102,526,087;60,388,569;42,137,518;140,675,552;1,728,190;85,104,954;52,512,369;32,592,585;NIIF PLENAS-GRUPO 1
910;800,120,681;CROYDON COLOMBIA S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1522 - Fabricación de otros tipos de calzado, excepto calzado de cuero y piel;MANUFACTURA;146,506,645;1,386,118;86,356,185;57,196,958;29,159,227;125,579,646;1,022,232;82,376,039;54,602,930;27,773,109;NIIF PYMES-GRUPO 2
911;900,924,527;H&M HENNES & MAURITZ COLOMBIA S A S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;COMERCIO;146,495,809;-2,861,832;180,111,072;176,817,977;3,293,095;95,221,493;-16,394,737;181,453,670;175,298,743;6,154,927;NIIF PLENAS-GRUPO 1
912;900,207,065;IBEROMODA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;CHIA-CUNDINAMARCA;G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;COMERCIO;146,443,140;3,211,679;58,840,559;51,528,732;7,311,827;144,292,062;6,186,159;72,441,063;61,888,703;10,552,360;NIIF PLENAS-GRUPO 1
913;890,100,454;DUPONT DE COLOMBIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;COMERCIO;146,340,460;1,658,582;154,119,740;65,173,648;88,946,092;174,183,170;-669,245;137,545,974;50,258,464;87,287,510;NIIF PLENAS-GRUPO 1
914;900,925,992;AKTOR TECHNICAL SOCIETE ANONYME COLOMBIAN BRANCH;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4290 - Construcción de otras obras de ingeniería civil;CONSTRUCCIÓN;146,198,573;17,295,423;87,323,985;69,558,319;17,765,666;23,847,295;-512,074;60,863,929;60,852,434;11,495;NIIF PLENAS-GRUPO 1
915;900,297,153;COASPHARMA S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;MANUFACTURA;146,090,807;-562,148;164,865,111;140,841,316;24,023,795;147,606,508;1,866,940;158,480,425;139,405,866;19,074,559;NIIF PYMES-GRUPO 2
916;900,904,055;MHC INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4210 - Construcción de carreteras y vías de ferrocarril;CONSTRUCCIÓN;146,062,024;77,793,194;550,108,751;339,094,665;211,014,086;179,655,803;63,389,472;465,950,612;382,729,720;83,220,892;NIIF PYMES-GRUPO 2
917;900,483,014;EMPAQUES FLEXA S.A.S;SUPERSOCIEDADES;Costa Pacífica;VALLE;YUMBO-VALLE;C2229 - Fabricación de artículos de plástico n.c.p.;MANUFACTURA;145,515,358;813,518;148,283,352;67,653,204;80,630,148;145,760,037;7,006,399;146,902,980;67,086,350;79,816,630;NIIF PLENAS-GRUPO 1
918;830,076,125;GRUNENTHAL COLOMBIANA  SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;145,228,391;20,905,584;134,021,024;41,555,734;92,465,290;137,997,522;22,035,541;160,224,555;48,720,581;111,503,974;NIIF PLENAS-GRUPO 1
919;860,513,857;COHERPA INGENIEROS CONSTRUCTORES SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4210 - Construcción de carreteras y vías de ferrocarril;CONSTRUCCIÓN;145,220,467;99,219,359;438,380,515;131,237,824;307,142,691;30,170,193;5,983,419;274,336,204;94,705,046;179,631,158;NIIF PLENAS-GRUPO 1
920;800,213,075;RESTCAFE SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;I5611 - Expendio a la mesa de comidas preparadas;SERVICIOS;145,180,171;-13,650,397;102,043,875;86,896,781;15,147,094;154,853,730;-11,429,245;111,830,487;89,106,642;22,723,845;NIIF PLENAS-GRUPO 1
921;900,172,963;HLF Colombia Ltda;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4729 - Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados;COMERCIO;145,167,507;6,136,451;36,638,222;28,621,504;8,016,718;147,605,142;5,861,297;34,939,050;24,542,445;10,396,605;NIIF PLENAS-GRUPO 1
922;900,208,445;CERAMICAS SAN LORENZO INDUSTRIAL DE COLOMBIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;SOPO-CUNDINAMARCA;C2393 - Fabricación de otros productos de cerámica y porcelana;MANUFACTURA;145,020,203;-11,285,267;300,372,813;183,756,217;116,616,596;138,470,060;18,625,571;178,378,532;111,926,371;66,452,161;NIIF PLENAS-GRUPO 1
923;804,017,043;EXTRACTORA CENTRAL SA;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;PUERTO-WILCHES-SANTANDER;C1030 - Elaboración de aceites y grasas de origen vegetal y animal;MANUFACTURA;144,954,045;7,480,361;68,191,890;27,583,323;40,608,567;136,763,573;7,104,302;55,111,151;14,190,166;40,920,985;NIIF PYMES-GRUPO 2
924;900,818,642;CONSTRUCCIONES COLOMBIANAS OHL SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4210 - Construcción de carreteras y vías de ferrocarril;CONSTRUCCIÓN;144,813,623;-89,399,702;199,635,532;198,683,370;952,162;198,048,734;14,174,945;145,566,169;124,214,470;21,351,699;NIIF PLENAS-GRUPO 1
925;860,505,170;MEGALINEA S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;SERVICIOS;144,662,349;501,393;22,743,216;18,210,948;4,532,268;141,605,497;145,834;23,137,896;18,942,537;4,195,359;NIIF PLENAS-GRUPO 1
926;890,900,085;LOCERIA COLOMBIANA S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;CALDAS-ANTIOQUIA;C2393 - Fabricación de otros productos de cerámica y porcelana;MANUFACTURA;144,633,025;8,164,284;136,224,371;70,709,224;65,515,147;130,995,680;1,449,294;123,869,848;65,684,584;58,185,264;NIIF PLENAS-GRUPO 1
927;890,204,797;COMERTEX SAS;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;GIRON-SANTANDER;G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico;COMERCIO;144,525,736;2,550,953;123,155,271;71,112,093;52,043,178;122,789,504;1,019,749;114,014,118;62,323,747;51,690,371;NIIF PLENAS-GRUPO 1
