No pqr;Periodo;Medio;Clasificación;Secretaria;Dependencia relacionada;Producto
768;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
767;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
766;2,018;Correo Electrónico;Queja;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
765;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
764;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
763;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
762;2,018;Correo Electrónico;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
761;2,018;Telefónico;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
760;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
759;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
758;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
757;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
756;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
755;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
754;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
753;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
752;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
751;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
750;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
749;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
748;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
747;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
746;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
745;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
744;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
743;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
742;2,018;Buzón;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
741;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
740;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
739;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
738;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
736;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
735;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
733;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
732;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
731;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
730;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;220 subsecretaría de ordenamiento territorial y desarrollo urbano;Evidencias
729;2,018;Web;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
728;2,018;Personal;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
726;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1400 secretaría de hacienda;Evidencias
725;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura0600 secretaría de infraestructura;Evidencias
724;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
723;2,018;Web;Peticion;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
722;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
721;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios1440 tesorería general;Evidencias
719;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
718;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
717;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1440 tesorería general1410 subsecretaría de asuntos tributarios;Evidencias
716;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Gestión documental y archivo;Evidencias
715;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
714;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
713;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
712;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
711;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
710;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
709;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
708;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
707;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
706;2,018;Web;Peticion;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
704;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
703;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
702;2,018;Web;Peticion;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
701;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
700;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
699;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
698;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno0200 secretaría de planeación1410 subsecretaría de asuntos tributarios;Evidencias
695;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
694;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
693;2,018;Correo Electrónico;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
691;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
689;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
688;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
687;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
685;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
684;2,018;Buzón;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
683;2,018;Buzón;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
682;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
681;2,018;Buzón;Peticion;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
680;2,018;Buzón;Clasificacion pendiente;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
679;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
678;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
677;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
676;2,018;Buzón;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
675;2,018;Web;Peticion;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
674;2,018;Web;Reconocimiento;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
673;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico0800 secretaría de gobierno;Evidencias
672;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1500 secretaría de gestión administrativa;Evidencias
670;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
669;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
668;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
667;2,018;Buzón;Sugerencia;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
666;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
665;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
664;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
663;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
662;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
661;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
659;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
658;2,018;Web;Queja;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
657;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
656;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
655;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
654;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
653;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
652;2,018;Buzón;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
651;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
650;2,018;Buzón;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
649;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
648;2,018;Buzón;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
647;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
646;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
645;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
644;2,018;Buzón;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
643;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
642;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
641;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
640;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
639;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
638;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
637;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
636;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
635;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
634;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
633;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
632;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
631;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
629;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
629;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
628;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
627;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
626;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1450 dirección operativa de contaduría;Evidencias
279;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
625;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
624;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
623;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
606;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
605;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
604;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
603;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
602;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
601;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
600;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
599;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
598;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
597;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
596;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
595;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
594;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
593;2,018;Web;Reclamo;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
592;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
591;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
590;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
589;2,018;Web;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
582;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
531;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
530;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
529;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
528;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
527;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
526;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
525;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
524;2,018;Web;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
523;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
522;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
521;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
520;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
519;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1450 dirección operativa de contaduría;Evidencias
518;2,018;Web;Clasificacion pendiente;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
516;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
515;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
514;2,018;Buzón;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
513;2,018;Buzón;Peticion;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
512;2,018;Web;Queja;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
511;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
510;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
509;2,018;Web;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
508;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
507;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
506;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
505;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
504;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
503;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
502;2,018;Web;Clasificacion pendiente;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
501;2,018;Web;Queja;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
500;2,018;Web;Queja;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
499;2,018;Web;Peticion;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
498;2,018;Personal;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
497;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
496;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
495;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
494;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
493;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
492;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
491;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
490;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
489;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
488;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
487;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
485;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
484;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
483;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
482;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
480;2,018;Web;Queja;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
479;2,018;Web;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
478;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud850 dirección de bomberos;Evidencias
475;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;810 subsecretaría de seguridad y convivencia ciudadana;Evidencias
474;2,018;Web;Peticion;0150 OFICINA ASESORA DE PRENSA Y COMUNICACIONES;0150 oficina asesora de prensa y comunicaciones;Evidencias
473;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
472;2,018;Web;Peticion;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
471;2,018;Web;Queja;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
470;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
469;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
